Rank,Club,Country,Level,Elo,From,To
15,Bayern,GER,1,1784.90380859,1994-12-08,1994-12-10
15,Bayern,GER,1,1786.90319824,1994-12-11,1994-12-17
14,Bayern,GER,1,1786.90319824,1994-12-18,1994-12-18
13,Bayern,GER,1,1786.90319824,1994-12-19,1994-12-26
14,Bayern,GER,1,1786.90319824,1994-12-27,1995-01-04
15,Bayern,GER,1,1786.90319824,1995-01-05,1995-01-07
14,Bayern,GER,1,1786.90319824,1995-01-08,1995-01-15
16,Bayern,GER,1,1786.90319824,1995-01-16,1995-01-21
17,Bayern,GER,1,1786.90319824,1995-01-22,1995-01-22
15,Bayern,GER,1,1786.90319824,1995-01-23,1995-01-29
16,Bayern,GER,1,1786.90319824,1995-01-30,1995-02-05
17,Bayern,GER,1,1786.90319824,1995-02-06,1995-02-11
16,Bayern,GER,1,1786.90319824,1995-02-12,1995-02-18
15,Bayern,GER,1,1791.29382324,1995-02-19,1995-02-19
16,Bayern,GER,1,1791.29382324,1995-02-20,1995-02-25
18,Bayern,GER,1,1786.64074707,1995-02-26,1995-03-01
18,Bayern,GER,1,1779.07739258,1995-03-02,1995-03-02
17,Bayern,GER,1,1785.12866211,1995-03-03,1995-03-04
17,Bayern,GER,1,1787.56848145,1995-03-05,1995-03-10
18,Bayern,GER,1,1780.5769043,1995-03-11,1995-03-11
17,Bayern,GER,1,1780.5769043,1995-03-12,1995-03-15
16,Bayern,GER,1,1794.89697266,1995-03-16,1995-03-16
15,Bayern,GER,1,1800.13781738,1995-03-17,1995-03-18
16,Bayern,GER,1,1799.25244141,1995-03-19,1995-03-19
15,Bayern,GER,1,1799.25244141,1995-03-20,1995-03-22
14,Bayern,GER,1,1799.25244141,1995-03-23,1995-03-25
15,Bayern,GER,1,1800.93151855,1995-03-26,1995-04-01
17,Bayern,GER,1,1789.45727539,1995-04-02,1995-04-02
16,Bayern,GER,1,1789.45727539,1995-04-03,1995-04-04
16,Bayern,GER,1,1790.22790527,1995-04-05,1995-04-05
18,Bayern,GER,1,1785.21118164,1995-04-06,1995-04-06
17,Bayern,GER,1,1785.21118164,1995-04-07,1995-04-08
17,Bayern,GER,1,1783.08532715,1995-04-09,1995-04-09
18,Bayern,GER,1,1783.08532715,1995-04-10,1995-04-15
21,Bayern,GER,1,1772.51635742,1995-04-16,1995-04-18
22,Bayern,GER,1,1764.35021973,1995-04-19,1995-04-19
25,Bayern,GER,1,1749.2220459,1995-04-20,1995-04-20
24,Bayern,GER,1,1749.2220459,1995-04-21,1995-04-22
24,Bayern,GER,1,1756.71118164,1995-04-23,1995-04-29
21,Bayern,GER,1,1768.71386719,1995-04-30,1995-05-06
20,Bayern,GER,1,1771.06079102,1995-05-07,1995-05-07
18,Bayern,GER,1,1771.06079102,1995-05-08,1995-05-09
19,Bayern,GER,1,1771.06079102,1995-05-10,1995-05-10
18,Bayern,GER,1,1771.06079102,1995-05-11,1995-05-14
16,Bayern,GER,1,1785.20471191,1995-05-15,1995-05-20
18,Bayern,GER,1,1773.21813965,1995-05-21,1995-05-21
19,Bayern,GER,1,1773.21813965,1995-05-22,1995-05-24
18,Bayern,GER,1,1773.21813965,1995-05-25,1995-05-27
21,Bayern,GER,1,1764.53991699,1995-05-28,1995-05-28
22,Bayern,GER,1,1764.53991699,1995-05-29,1995-06-04
20,Bayern,GER,1,1764.53991699,1995-06-05,1995-06-10
19,Bayern,GER,1,1769.25756836,1995-06-11,1995-06-17
18,Bayern,GER,1,1777.66430664,1995-06-18,1995-06-18
17,Bayern,GER,1,1777.66430664,1995-06-19,1995-08-12
16,Bayern,GER,1,1780.51159668,1995-08-13,1995-08-19
13,Bayern,GER,1,1797.91174316,1995-08-20,1995-08-30
13,Bayern,GER,1,1801.11767578,1995-08-31,1995-09-02
12,Bayern,GER,1,1807.90307617,1995-09-03,1995-09-09
12,Bayern,GER,1,1813.24133301,1995-09-10,1995-09-12
14,Bayern,GER,1,1787.39428711,1995-09-13,1995-09-13
13,Bayern,GER,1,1782.81506348,1995-09-14,1995-09-14
13,Bayern,GER,1,1783.44677734,1995-09-15,1995-09-15
12,Bayern,GER,1,1793.00256348,1995-09-16,1995-09-16
13,Bayern,GER,1,1793.00256348,1995-09-17,1995-09-23
13,Bayern,GER,1,1797.55175781,1995-09-24,1995-09-26
9,Bayern,GER,1,1826.81030273,1995-09-27,1995-09-27
9,Bayern,GER,1,1825.18286133,1995-09-28,1995-09-28
9,Bayern,GER,1,1825.40307617,1995-09-29,1995-10-01
11,Bayern,GER,1,1817.17431641,1995-10-02,1995-10-14
11,Bayern,GER,1,1805.77685547,1995-10-15,1995-10-17
11,Bayern,GER,1,1807.61779785,1995-10-18,1995-10-18
12,Bayern,GER,1,1800.81689453,1995-10-19,1995-10-19
12,Bayern,GER,1,1803.578125,1995-10-20,1995-10-21
11,Bayern,GER,1,1808.68823242,1995-10-22,1995-10-22
12,Bayern,GER,1,1808.68823242,1995-10-23,1995-10-28
10,Bayern,GER,1,1812.97058105,1995-10-29,1995-10-31
10,Bayern,GER,1,1811.61425781,1995-11-01,1995-11-01
11,Bayern,GER,1,1811.26586914,1995-11-02,1995-11-02
11,Bayern,GER,1,1812.11291504,1995-11-03,1995-11-04
13,Bayern,GER,1,1796.06384277,1995-11-05,1995-11-10
13,Bayern,GER,1,1794.20532227,1995-11-11,1995-11-18
13,Bayern,GER,1,1800.5703125,1995-11-19,1995-11-19
12,Bayern,GER,1,1800.5703125,1995-11-20,1995-11-21
10,Bayern,GER,1,1814.03088379,1995-11-22,1995-11-22
9,Bayern,GER,1,1819.19616699,1995-11-23,1995-11-26
10,Bayern,GER,1,1816.92248535,1995-11-27,1995-12-02
9,Bayern,GER,1,1822.76696777,1995-12-03,1995-12-05
9,Bayern,GER,1,1827.35412598,1995-12-06,1995-12-06
9,Bayern,GER,1,1824.07189941,1995-12-07,1995-12-09
7,Bayern,GER,1,1828.96582031,1995-12-10,1995-12-10
8,Bayern,GER,1,1828.96582031,1995-12-11,1995-12-17
9,Bayern,GER,1,1828.96582031,1995-12-18,1996-01-14
8,Bayern,GER,1,1828.96582031,1996-01-15,1996-02-11
10,Bayern,GER,1,1819.53125,1996-02-12,1996-02-17
11,Bayern,GER,1,1795.95568848,1996-02-18,1996-02-18
12,Bayern,GER,1,1795.95568848,1996-02-19,1996-02-25
11,Bayern,GER,1,1806.55200195,1996-02-26,1996-03-02
10,Bayern,GER,1,1810.28137207,1996-03-03,1996-03-03
11,Bayern,GER,1,1810.28137207,1996-03-04,1996-03-05
12,Bayern,GER,1,1805.3314209,1996-03-06,1996-03-07
12,Bayern,GER,1,1802.45617676,1996-03-08,1996-03-09
13,Bayern,GER,1,1790.12890625,1996-03-10,1996-03-16
13,Bayern,GER,1,1795.1640625,1996-03-17,1996-03-19
9,Bayern,GER,1,1813.25598145,1996-03-20,1996-03-20
11,Bayern,GER,1,1812.59118652,1996-03-21,1996-03-21
11,Bayern,GER,1,1810.43151855,1996-03-22,1996-03-23
9,Bayern,GER,1,1818.5682373,1996-03-24,1996-03-30
8,Bayern,GER,1,1824.71020508,1996-03-31,1996-04-01
9,Bayern,GER,1,1815.23449707,1996-04-02,1996-04-03
10,Bayern,GER,1,1815.23449707,1996-04-04,1996-04-06
12,Bayern,GER,1,1815.23449707,1996-04-07,1996-04-07
13,Bayern,GER,1,1804.92358398,1996-04-08,1996-04-10
14,Bayern,GER,1,1798.24768066,1996-04-11,1996-04-13
14,Bayern,GER,1,1805.15563965,1996-04-14,1996-04-14
13,Bayern,GER,1,1805.15563965,1996-04-15,1996-04-16
9,Bayern,GER,1,1828.88049316,1996-04-17,1996-04-20
11,Bayern,GER,1,1822.06921387,1996-04-21,1996-04-23
10,Bayern,GER,1,1822.06921387,1996-04-24,1996-04-27
10,Bayern,GER,1,1808.26660156,1996-04-28,1996-04-30
9,Bayern,GER,1,1808.26660156,1996-05-01,1996-05-01
9,Bayern,GER,1,1816.13134766,1996-05-02,1996-05-04
9,Bayern,GER,1,1819.2532959,1996-05-05,1996-05-05
8,Bayern,GER,1,1819.2532959,1996-05-06,1996-05-07
11,Bayern,GER,1,1811.08117676,1996-05-08,1996-05-11
12,Bayern,GER,1,1803.14221191,1996-05-12,1996-05-15
10,Bayern,GER,1,1811.79675293,1996-05-16,1996-05-18
12,Bayern,GER,1,1805.1973877,1996-05-19,1996-08-11
14,Bayern,GER,1,1805.1973877,1996-08-12,1996-08-16
11,Bayern,GER,1,1810.40649414,1996-08-17,1996-08-21
13,Bayern,GER,1,1803.95117188,1996-08-22,1996-08-25
11,Bayern,GER,1,1811.47375488,1996-08-26,1996-08-27
10,Bayern,GER,1,1811.47375488,1996-08-28,1996-08-28
10,Bayern,GER,1,1816.11303711,1996-08-29,1996-09-06
11,Bayern,GER,1,1816.11303711,1996-09-07,1996-09-07
10,Bayern,GER,1,1817.39575195,1996-09-08,1996-09-10
13,Bayern,GER,1,1807.77990723,1996-09-11,1996-09-11
12,Bayern,GER,1,1808.40991211,1996-09-12,1996-09-12
12,Bayern,GER,1,1809.5970459,1996-09-13,1996-09-14
12,Bayern,GER,1,1809.90063477,1996-09-15,1996-09-21
12,Bayern,GER,1,1814.0135498,1996-09-22,1996-09-24
11,Bayern,GER,1,1815.1673584,1996-09-25,1996-09-25
11,Bayern,GER,1,1821.20446777,1996-09-26,1996-09-26
13,Bayern,GER,1,1809.42248535,1996-09-27,1996-09-28
14,Bayern,GER,1,1795.96984863,1996-09-29,1996-10-02
15,Bayern,GER,1,1795.96984863,1996-10-03,1996-10-05
14,Bayern,GER,1,1799.62097168,1996-10-06,1996-10-12
13,Bayern,GER,1,1810.23803711,1996-10-13,1996-10-15
11,Bayern,GER,1,1819.14404297,1996-10-16,1996-10-16
10,Bayern,GER,1,1823.08813477,1996-10-17,1996-10-17
9,Bayern,GER,1,1823.08813477,1996-10-18,1996-10-20
9,Bayern,GER,1,1821.29919434,1996-10-21,1996-10-23
10,Bayern,GER,1,1821.29919434,1996-10-24,1996-10-26
10,Bayern,GER,1,1829.49829102,1996-10-27,1996-10-27
9,Bayern,GER,1,1829.49829102,1996-10-28,1996-10-29
7,Bayern,GER,1,1835.63256836,1996-10-30,1996-10-30
7,Bayern,GER,1,1830.05737305,1996-10-31,1996-10-31
8,Bayern,GER,1,1830.05737305,1996-11-01,1996-11-01
9,Bayern,GER,1,1824.31665039,1996-11-02,1996-11-05
8,Bayern,GER,1,1824.31665039,1996-11-06,1996-11-16
9,Bayern,GER,1,1822.08764648,1996-11-17,1996-11-17
8,Bayern,GER,1,1822.08764648,1996-11-18,1996-11-19
8,Bayern,GER,1,1820.97961426,1996-11-20,1996-11-20
8,Bayern,GER,1,1819.94128418,1996-11-21,1996-11-23
8,Bayern,GER,1,1822.54614258,1996-11-24,1996-12-01
8,Bayern,GER,1,1823.16149902,1996-12-02,1996-12-03
11,Bayern,GER,1,1809.74157715,1996-12-04,1996-12-04
10,Bayern,GER,1,1810.64904785,1996-12-05,1996-12-07
9,Bayern,GER,1,1813.62121582,1996-12-08,1996-12-22
10,Bayern,GER,1,1813.62121582,1996-12-23,1997-01-26
9,Bayern,GER,1,1813.62121582,1997-01-27,1997-02-01
8,Bayern,GER,1,1813.62121582,1997-02-02,1997-02-13
9,Bayern,GER,1,1813.62121582,1997-02-14,1997-02-15
8,Bayern,GER,1,1817.51843262,1997-02-16,1997-02-22
8,Bayern,GER,1,1816.26464844,1997-02-23,1997-03-01
7,Bayern,GER,1,1819.75,1997-03-02,1997-03-02
6,Bayern,GER,1,1819.75,1997-03-03,1997-03-04
6,Bayern,GER,1,1823.20996094,1997-03-05,1997-03-05
7,Bayern,GER,1,1825.89428711,1997-03-06,1997-03-08
6,Bayern,GER,1,1825.89428711,1997-03-09,1997-03-09
7,Bayern,GER,1,1813.32873535,1997-03-10,1997-03-12
13,Bayern,GER,1,1797.77380371,1997-03-13,1997-03-15
10,Bayern,GER,1,1806.30249023,1997-03-16,1997-03-16
11,Bayern,GER,1,1806.30249023,1997-03-17,1997-03-18
11,Bayern,GER,1,1808.50500488,1997-03-19,1997-03-19
9,Bayern,GER,1,1811.43725586,1997-03-20,1997-03-23
7,Bayern,GER,1,1822.77770996,1997-03-24,1997-03-29
7,Bayern,GER,1,1825.68188477,1997-03-30,1997-04-05
5,Bayern,GER,1,1838.1439209,1997-04-06,1997-04-08
5,Bayern,GER,1,1836.59667969,1997-04-09,1997-04-09
5,Bayern,GER,1,1837.68225098,1997-04-10,1997-04-12
4,Bayern,GER,1,1839.85742188,1997-04-13,1997-04-19
4,Bayern,GER,1,1842.85083008,1997-04-20,1997-04-20
5,Bayern,GER,1,1842.85083008,1997-04-21,1997-04-22
4,Bayern,GER,1,1848.19628906,1997-04-23,1997-04-23
4,Bayern,GER,1,1852.61376953,1997-04-24,1997-04-24
5,Bayern,GER,1,1852.61376953,1997-04-25,1997-04-26
2,Bayern,GER,1,1856.38110352,1997-04-27,1997-04-29
3,Bayern,GER,1,1856.38110352,1997-04-30,1997-05-03
3,Bayern,GER,1,1855.83239746,1997-05-04,1997-05-04
2,Bayern,GER,1,1855.83239746,1997-05-05,1997-05-07
2,Bayern,GER,1,1857.81774902,1997-05-08,1997-05-10
2,Bayern,GER,1,1850.1237793,1997-05-11,1997-05-14
4,Bayern,GER,1,1850.1237793,1997-05-15,1997-05-16
2,Bayern,GER,1,1861.41906738,1997-05-17,1997-05-19
3,Bayern,GER,1,1861.41906738,1997-05-20,1997-05-21
3,Bayern,GER,1,1860.8260498,1997-05-22,1997-05-24
3,Bayern,GER,1,1865.83166504,1997-05-25,1997-05-28
2,Bayern,GER,1,1871.84033203,1997-05-29,1997-05-31
2,Bayern,GER,1,1870.93762207,1997-06-01,1997-08-02
4,Bayern,GER,1,1856.79443359,1997-08-03,1997-08-06
4,Bayern,GER,1,1856.40283203,1997-08-07,1997-08-09
3,Bayern,GER,1,1859.55981445,1997-08-10,1997-08-13
3,Bayern,GER,1,1860.34106445,1997-08-14,1997-08-24
2,Bayern,GER,1,1868.83447266,1997-08-25,1997-08-27
2,Bayern,GER,1,1868.7277832,1997-08-28,1997-08-30
2,Bayern,GER,1,1877.52001953,1997-08-31,1997-09-08
3,Bayern,GER,1,1877.52001953,1997-09-09,1997-09-13
3,Bayern,GER,1,1879.30969238,1997-09-14,1997-09-16
3,Bayern,GER,1,1880.33349609,1997-09-17,1997-09-17
2,Bayern,GER,1,1885.59179688,1997-09-18,1997-09-18
2,Bayern,GER,1,1885.61279297,1997-09-19,1997-09-20
2,Bayern,GER,1,1893.22497559,1997-09-21,1997-09-26
2,Bayern,GER,1,1887.20751953,1997-09-27,1997-09-30
2,Bayern,GER,1,1893.30566406,1997-10-01,1997-10-01
1,Bayern,GER,1,1899.32702637,1997-10-02,1997-10-02
1,Bayern,GER,1,1899.328125,1997-10-03,1997-10-04
1,Bayern,GER,1,1904.82568359,1997-10-05,1997-10-15
2,Bayern,GER,1,1899.39331055,1997-10-16,1997-10-18
2,Bayern,GER,1,1897.76696777,1997-10-19,1997-10-21
2,Bayern,GER,1,1896.39550781,1997-10-22,1997-10-22
1,Bayern,GER,1,1909.77416992,1997-10-23,1997-10-23
1,Bayern,GER,1,1910.64416504,1997-10-24,1997-10-25
1,Bayern,GER,1,1913.95898438,1997-10-26,1997-11-01
2,Bayern,GER,1,1911.51452637,1997-11-02,1997-11-04
2,Bayern,GER,1,1910.70288086,1997-11-05,1997-11-05
2,Bayern,GER,1,1907.7208252,1997-11-06,1997-11-06
2,Bayern,GER,1,1907.40161133,1997-11-07,1997-11-08
2,Bayern,GER,1,1908.88378906,1997-11-09,1997-11-11
2,Bayern,GER,1,1921.16491699,1997-11-12,1997-11-22
1,Bayern,GER,1,1924.86291504,1997-11-23,1997-11-25
1,Bayern,GER,1,1921.40478516,1997-11-26,1997-11-26
1,Bayern,GER,1,1930.52478027,1997-11-27,1997-11-27
1,Bayern,GER,1,1931.50561523,1997-11-28,1997-11-30
1,Bayern,GER,1,1920.87475586,1997-12-01,1997-12-05
1,Bayern,GER,1,1909.84606934,1997-12-06,1997-12-09
1,Bayern,GER,1,1905.94396973,1997-12-10,1997-12-10
3,Bayern,GER,1,1887.44128418,1997-12-11,1997-12-13
2,Bayern,GER,1,1889.82299805,1997-12-14,1997-12-14
3,Bayern,GER,1,1889.82299805,1997-12-15,1997-12-20
2,Bayern,GER,1,1894.89697266,1997-12-21,1998-01-11
3,Bayern,GER,1,1894.89697266,1998-01-12,1998-01-18
2,Bayern,GER,1,1894.89697266,1998-01-19,1998-01-31
2,Bayern,GER,1,1898.31933594,1998-02-01,1998-02-07
2,Bayern,GER,1,1901.91906738,1998-02-08,1998-02-14
2,Bayern,GER,1,1890.46154785,1998-02-15,1998-02-28
2,Bayern,GER,1,1870.39733887,1998-03-01,1998-03-03
3,Bayern,GER,1,1869.12438965,1998-03-04,1998-03-04
4,Bayern,GER,1,1862.95227051,1998-03-05,1998-03-05
4,Bayern,GER,1,1863.76623535,1998-03-06,1998-03-08
5,Bayern,GER,1,1856.06506348,1998-03-09,1998-03-13
4,Bayern,GER,1,1856.06506348,1998-03-14,1998-03-14
5,Bayern,GER,1,1850.71069336,1998-03-15,1998-03-17
5,Bayern,GER,1,1848.52185059,1998-03-18,1998-03-18
4,Bayern,GER,1,1834.43688965,1998-03-19,1998-03-19
4,Bayern,GER,1,1836.31848145,1998-03-20,1998-03-22
4,Bayern,GER,1,1852.01525879,1998-03-23,1998-03-28
5,Bayern,GER,1,1845.98413086,1998-03-29,1998-04-01
5,Bayern,GER,1,1842.52197266,1998-04-02,1998-04-02
5,Bayern,GER,1,1842.26416016,1998-04-03,1998-04-04
4,Bayern,GER,1,1854.57128906,1998-04-05,1998-04-11
4,Bayern,GER,1,1858.2265625,1998-04-12,1998-04-15
4,Bayern,GER,1,1855.74267578,1998-04-16,1998-04-16
4,Bayern,GER,1,1857.6628418,1998-04-17,1998-04-18
4,Bayern,GER,1,1853.34777832,1998-04-19,1998-04-26
4,Bayern,GER,1,1858.86523438,1998-04-27,1998-05-02
4,Bayern,GER,1,1856.59973145,1998-05-03,1998-05-06
3,Bayern,GER,1,1856.59973145,1998-05-07,1998-05-09
3,Bayern,GER,1,1865.77685547,1998-05-10,1998-05-13
3,Bayern,GER,1,1862.2142334,1998-05-14,1998-08-12
3,Bayern,GER,1,1864.08789062,1998-08-13,1998-08-15
3,Bayern,GER,1,1868.26098633,1998-08-16,1998-08-22
3,Bayern,GER,1,1872.54284668,1998-08-23,1998-08-26
3,Bayern,GER,1,1872.69311523,1998-08-27,1998-09-09
3,Bayern,GER,1,1879.54760742,1998-09-10,1998-09-12
3,Bayern,GER,1,1886.02355957,1998-09-13,1998-09-15
3,Bayern,GER,1,1876.88830566,1998-09-16,1998-09-16
3,Bayern,GER,1,1862.31945801,1998-09-17,1998-09-17
3,Bayern,GER,1,1859.84338379,1998-09-18,1998-09-20
3,Bayern,GER,1,1864.09289551,1998-09-21,1998-09-26
3,Bayern,GER,1,1869.73181152,1998-09-27,1998-09-29
3,Bayern,GER,1,1885.96472168,1998-09-30,1998-09-30
3,Bayern,GER,1,1875.50830078,1998-10-01,1998-10-01
3,Bayern,GER,1,1862.87072754,1998-10-02,1998-10-04
3,Bayern,GER,1,1857.80480957,1998-10-05,1998-10-17
3,Bayern,GER,1,1866.96704102,1998-10-18,1998-10-20
3,Bayern,GER,1,1863.13537598,1998-10-21,1998-10-21
3,Bayern,GER,1,1871.51269531,1998-10-22,1998-10-22
3,Bayern,GER,1,1865.72644043,1998-10-23,1998-10-24
3,Bayern,GER,1,1873.34570312,1998-10-25,1998-10-31
3,Bayern,GER,1,1860.55773926,1998-11-01,1998-11-03
4,Bayern,GER,1,1856.70605469,1998-11-04,1998-11-04
3,Bayern,GER,1,1872.33093262,1998-11-05,1998-11-05
4,Bayern,GER,1,1870.57678223,1998-11-06,1998-11-07
3,Bayern,GER,1,1874.5657959,1998-11-08,1998-11-08
2,Bayern,GER,1,1874.5657959,1998-11-09,1998-11-14
2,Bayern,GER,1,1878.7130127,1998-11-15,1998-11-21
3,Bayern,GER,1,1866.99291992,1998-11-22,1998-11-25
3,Bayern,GER,1,1865.60388184,1998-11-26,1998-11-28
3,Bayern,GER,1,1867.55310059,1998-11-29,1998-12-04
3,Bayern,GER,1,1864.04541016,1998-12-05,1998-12-09
3,Bayern,GER,1,1867.94152832,1998-12-10,1998-12-13
3,Bayern,GER,1,1874.67565918,1998-12-14,1998-12-16
2,Bayern,GER,1,1879.71520996,1998-12-17,1998-12-19
2,Bayern,GER,1,1883.37414551,1998-12-20,1999-01-10
3,Bayern,GER,1,1883.37414551,1999-01-11,1999-01-17
2,Bayern,GER,1,1883.37414551,1999-01-18,1999-01-31
3,Bayern,GER,1,1883.37414551,1999-02-01,1999-02-20
1,Bayern,GER,1,1890.60314941,1999-02-21,1999-02-21
2,Bayern,GER,1,1890.60314941,1999-02-22,1999-02-27
1,Bayern,GER,1,1899.66455078,1999-02-28,1999-03-02
2,Bayern,GER,1,1899.66455078,1999-03-03,1999-03-03
1,Bayern,GER,1,1904.7565918,1999-03-04,1999-03-06
1,Bayern,GER,1,1907.00585938,1999-03-07,1999-03-13
1,Bayern,GER,1,1912.86120605,1999-03-14,1999-03-17
1,Bayern,GER,1,1920.92468262,1999-03-18,1999-03-20
1,Bayern,GER,1,1922.84289551,1999-03-21,1999-04-03
1,Bayern,GER,1,1920.82397461,1999-04-04,1999-04-07
1,Bayern,GER,1,1924.2244873,1999-04-08,1999-04-10
1,Bayern,GER,1,1916.91552734,1999-04-11,1999-04-13
1,Bayern,GER,1,1907.12927246,1999-04-14,1999-04-16
1,Bayern,GER,1,1908.83691406,1999-04-17,1999-04-21
1,Bayern,GER,1,1911.26879883,1999-04-22,1999-04-25
1,Bayern,GER,1,1906.85742188,1999-04-26,1999-05-01
1,Bayern,GER,1,1908.54333496,1999-05-02,1999-05-04
1,Bayern,GER,1,1914.85717773,1999-05-05,1999-05-09
1,Bayern,GER,1,1908.38378906,1999-05-10,1999-05-15
3,Bayern,GER,1,1889.98840332,1999-05-16,1999-05-16
2,Bayern,GER,1,1889.98840332,1999-05-17,1999-05-22
2,Bayern,GER,1,1891.86804199,1999-05-23,1999-05-26
4,Bayern,GER,1,1880.20861816,1999-05-27,1999-05-29
2,Bayern,GER,1,1888.70581055,1999-05-30,1999-08-11
2,Bayern,GER,1,1889.70800781,1999-08-12,1999-08-14
3,Bayern,GER,1,1883.2331543,1999-08-15,1999-08-22
5,Bayern,GER,1,1872.37280273,1999-08-23,1999-08-25
4,Bayern,GER,1,1872.73876953,1999-08-26,1999-08-28
3,Bayern,GER,1,1874.14453125,1999-08-29,1999-09-11
4,Bayern,GER,1,1879.79321289,1999-09-12,1999-09-14
4,Bayern,GER,1,1880.22155762,1999-09-15,1999-09-15
4,Bayern,GER,1,1883.20947266,1999-09-16,1999-09-16
3,Bayern,GER,1,1887.60375977,1999-09-17,1999-09-18
3,Bayern,GER,1,1891.89208984,1999-09-19,1999-09-21
3,Bayern,GER,1,1890.87109375,1999-09-22,1999-09-22
3,Bayern,GER,1,1895.22766113,1999-09-23,1999-09-24
4,Bayern,GER,1,1880.6583252,1999-09-25,1999-09-25
5,Bayern,GER,1,1880.6583252,1999-09-26,1999-09-28
4,Bayern,GER,1,1873.96533203,1999-09-29,1999-09-29
5,Bayern,GER,1,1872.55334473,1999-09-30,1999-09-30
5,Bayern,GER,1,1872.46679688,1999-10-01,1999-10-02
5,Bayern,GER,1,1869.64953613,1999-10-03,1999-10-16
5,Bayern,GER,1,1874.98278809,1999-10-17,1999-10-17
4,Bayern,GER,1,1874.98278809,1999-10-18,1999-10-19
5,Bayern,GER,1,1862.11254883,1999-10-20,1999-10-20
4,Bayern,GER,1,1866.66882324,1999-10-21,1999-10-21
4,Bayern,GER,1,1865.26586914,1999-10-22,1999-10-23
3,Bayern,GER,1,1874.39831543,1999-10-24,1999-10-26
6,Bayern,GER,1,1851.68200684,1999-10-27,1999-10-27
6,Bayern,GER,1,1852.08862305,1999-10-28,1999-10-28
6,Bayern,GER,1,1850.82556152,1999-10-29,1999-10-30
6,Bayern,GER,1,1856.68762207,1999-10-31,1999-11-02
6,Bayern,GER,1,1852.52246094,1999-11-03,1999-11-03
6,Bayern,GER,1,1853.98083496,1999-11-04,1999-11-04
5,Bayern,GER,1,1861.99316406,1999-11-05,1999-11-06
5,Bayern,GER,1,1864.78649902,1999-11-07,1999-11-07
4,Bayern,GER,1,1864.78649902,1999-11-08,1999-11-20
4,Bayern,GER,1,1869.11083984,1999-11-21,1999-11-21
5,Bayern,GER,1,1869.11083984,1999-11-22,1999-11-23
3,Bayern,GER,1,1870.51269531,1999-11-24,1999-11-24
4,Bayern,GER,1,1870.1595459,1999-11-25,1999-11-25
5,Bayern,GER,1,1865.8248291,1999-11-26,1999-11-27
8,Bayern,GER,1,1854.44714355,1999-11-28,1999-11-28
9,Bayern,GER,1,1854.44714355,1999-11-29,1999-12-04
10,Bayern,GER,1,1848.47192383,1999-12-05,1999-12-05
9,Bayern,GER,1,1848.47192383,1999-12-06,1999-12-07
6,Bayern,GER,1,1864.88464355,1999-12-08,1999-12-08
6,Bayern,GER,1,1863.31274414,1999-12-09,1999-12-09
10,Bayern,GER,1,1845.97021484,1999-12-10,1999-12-11
9,Bayern,GER,1,1854.85351562,1999-12-12,1999-12-14
9,Bayern,GER,1,1856.28466797,1999-12-15,1999-12-17
8,Bayern,GER,1,1865.44726562,1999-12-18,2000-01-05
7,Bayern,GER,1,1865.44726562,2000-01-06,2000-01-16
8,Bayern,GER,1,1865.44726562,2000-01-17,2000-01-23
7,Bayern,GER,1,1865.44726562,2000-01-24,2000-02-06
7,Bayern,GER,1,1864.36230469,2000-02-07,2000-02-09
7,Bayern,GER,1,1871.46240234,2000-02-10,2000-02-12
6,Bayern,GER,1,1876.70471191,2000-02-13,2000-02-19
6,Bayern,GER,1,1879.49719238,2000-02-20,2000-02-20
7,Bayern,GER,1,1879.49719238,2000-02-21,2000-02-26
5,Bayern,GER,1,1881.88806152,2000-02-27,2000-02-29
3,Bayern,GER,1,1901.50170898,2000-03-01,2000-03-01
3,Bayern,GER,1,1900.27954102,2000-03-02,2000-03-02
3,Bayern,GER,1,1894.96875,2000-03-03,2000-03-04
5,Bayern,GER,1,1878.49108887,2000-03-05,2000-03-05
4,Bayern,GER,1,1878.49108887,2000-03-06,2000-03-07
5,Bayern,GER,1,1876.78466797,2000-03-08,2000-03-08
5,Bayern,GER,1,1886.6763916,2000-03-09,2000-03-09
3,Bayern,GER,1,1893.52062988,2000-03-10,2000-03-11
3,Bayern,GER,1,1896.89880371,2000-03-12,2000-03-14
3,Bayern,GER,1,1899.43566895,2000-03-15,2000-03-15
3,Bayern,GER,1,1898.60131836,2000-03-16,2000-03-16
3,Bayern,GER,1,1896.85974121,2000-03-17,2000-03-18
3,Bayern,GER,1,1893.91015625,2000-03-19,2000-03-21
3,Bayern,GER,1,1890.04394531,2000-03-22,2000-03-22
4,Bayern,GER,1,1874.5994873,2000-03-23,2000-03-23
5,Bayern,GER,1,1872.9510498,2000-03-24,2000-03-24
4,Bayern,GER,1,1872.9510498,2000-03-25,2000-03-25
4,Bayern,GER,1,1866.13989258,2000-03-26,2000-03-26
5,Bayern,GER,1,1866.13989258,2000-03-27,2000-04-01
5,Bayern,GER,1,1863.2331543,2000-04-02,2000-04-04
5,Bayern,GER,1,1866.79614258,2000-04-05,2000-04-08
5,Bayern,GER,1,1868.8963623,2000-04-09,2000-04-12
5,Bayern,GER,1,1872.93200684,2000-04-13,2000-04-15
7,Bayern,GER,1,1858.2442627,2000-04-16,2000-04-19
8,Bayern,GER,1,1862.35388184,2000-04-20,2000-04-22
